Order Number,Sales Date,Sales Channel,Currency,Salesteamindex,Storeindex,Productindex,Order qty,unit price,unit cost,profit
SO14838,"Thursday, May 28, 2020",In-Store,USD,25,147,31,10,458.12,327.23,130.89
SO14839,"Friday, April 17, 2020",Wholesale,USD,5,141,23,7,325.28,232.35,92.94
SO14840,"Friday, January 3, 2020",Wholesale,USD,16,63,16,6,366.99,262.13,104.85
SO14841,"Thursday, February 13, 2020",Distributor,USD,19,109,22,6,153.78,109.84,43.94
SO14842,"Friday, May 8, 2020",Online,USD,7,145,5,1,525.37,375.26,150.11
SO14843,"Sunday, February 9, 2020",Wholesale,USD,2,318,14,1,308.61,220.44,88.17
SO14844,"Friday, January 24, 2020",Wholesale,USD,19,213,38,4,488.07,348.62,139.45
SO14845,"Sunday, April 19, 2020",Wholesale,USD,2,269,29,7,203.58,145.41,58.16
SO14846,"Sunday, February 2, 2020",Online,USD,3,120,7,9,264.07,188.62,75.45
SO14847,"Saturday, February 22, 2020",Wholesale,USD,22,216,37,6,551.50,393.93,157.57
SO14848,"Tuesday, March 24, 2020",Online,USD,17,46,27,5,505.63,361.17,144.47
SO14849,"Friday, May 8, 2020",Online,USD,1,85,41,4,542.43,387.45,154.98
SO14850,"Friday, January 24, 2020",Online,USD,9,260,4,2,202.17,144.41,57.76
SO14851,"Wednesday, May 6, 2020",Distributor,USD,4,25,15,5,503.46,359.61,143.85
SO14852,"Friday, February 28, 2020",In-Store,USD,2,21,20,2,474.24,338.74,135.50
SO14853,"Monday, April 13, 2020",Wholesale,USD,26,212,17,3,286.41,204.58,81.83
SO14854,"Sunday, May 17, 2020",Wholesale,USD,26,178,31,8,643.04,459.32,183.73
SO14855,"Monday, January 13, 2020",Online,USD,21,198,25,9,287.68,205.48,82.19
SO14856,"Thursday, March 5, 2020",Wholesale,USD,12,175,5,9,431.37,308.12,123.25
SO14857,"Friday, March 13, 2020",Online,USD,6,15,19,7,606.95,433.54,173.41
SO14858,"Friday, January 3, 2020",Distributor,USD,17,60,18,1,232.93,166.38,66.55
SO14859,"Friday, March 13, 2020",Distributor,USD,7,200,4,5,489.71,349.79,139.92
SO14860,"Friday, February 14, 2020",Wholesale,USD,4,217,31,4,530.41,378.87,151.55
SO14861,"Wednesday, May 20, 2020",Online,USD,26,209,27,9,323.63,231.16,92.47
SO14862,"Friday, April 24, 2020",Online,USD,17,78,38,7,164.69,117.63,47.05
SO14863,"Saturday, February 15, 2020",In-Store,USD,13,272,14,3,568.34,405.96,162.38
SO14864,"Sunday, May 31, 2020",In-Store,USD,4,83,36,3,297.08,212.20,84.88
SO14865,"Sunday, March 29, 2020",In-Store,USD,5,91,9,5,640.17,457.26,182.91
SO14866,"Monday, April 20, 2020",Distributor,USD,21,255,11,2,490.68,350.49,140.20
SO14867,"Sunday, April 26, 2020",Distributor,USD,1,366,17,8,397.75,284.11,113.64
SO14868,"Saturday, April 11, 2020",Wholesale,USD,16,218,34,10,515.93,368.52,147.41
SO14869,"Thursday, April 2, 2020",Online,USD,21,364,4,10,486.72,347.66,139.06
SO14870,"Thursday, April 30, 2020",Online,USD,9,62,27,9,569.05,406.46,162.59
SO14871,"Saturday, February 29, 2020",Distributor,USD,10,260,30,3,431.86,308.47,123.39
SO14872,"Tuesday, March 31, 2020",Wholesale,USD,24,115,14,4,232.19,165.85,66.34
SO14873,"Wednesday, April 15, 2020",Wholesale,USD,2,188,21,3,504.36,360.25,144.10
SO14874,"Tuesday, January 28, 2020",Distributor,USD,26,299,23,8,637.11,455.08,182.03
SO14875,"Sunday, March 22, 2020",In-Store,USD,11,142,9,5,491.04,350.74,140.30
SO14876,"Saturday, March 14, 2020",Distributor,USD,5,246,3,4,391.88,279.92,111.97
SO14877,"Wednesday, February 12, 2020",Wholesale,USD,15,188,6,3,641.86,458.47,183.39
SO14878,"Friday, May 15, 2020",Online,USD,9,309,36,4,504.07,360.05,144.02
SO14879,"Sunday, February 9, 2020",Wholesale,USD,11,175,31,1,176.93,126.38,50.55
SO14880,"Friday, May 29, 2020",Distributor,USD,9,51,43,2,593.11,423.65,169.46
SO14881,"Sunday, May 31, 2020",Wholesale,USD,16,52,1,6,382.74,273.38,109.35
SO14882,"Friday, February 21, 2020",Wholesale,USD,13,42,1,10,373.02,266.44,106.58
SO14883,"Friday, February 28, 2020",Wholesale,USD,1,163,16,4,414.63,296.16,118.46
SO14884,"Saturday, March 7, 2020",Online,USD,10,51,38,4,471.65,336.89,134.76
SO14885,"Wednesday, February 26, 2020",Online,USD,5,255,38,5,600.46,428.90,171.56
SO14886,"Thursday, February 6, 2020",Online,USD,2,19,24,7,285.07,203.62,81.45
SO14887,"Thursday, May 7, 2020",Distributor,USD,16,35,22,9,611.06,436.47,174.59
SO14888,"Sunday, May 17, 2020",Online,USD,25,21,37,7,209.79,149.85,59.94
SO14889,"Friday, May 1, 2020",Distributor,USD,18,211,43,1,529.00,377.86,151.14
SO14890,"Thursday, April 23, 2020",Distributor,USD,5,279,15,7,189.88,135.63,54.25
SO14891,"Thursday, January 30, 2020",Distributor,USD,22,60,41,7,447.63,319.74,127.89
SO14892,"Thursday, March 5, 2020",In-Store,USD,24,187,12,2,168.37,120.27,48.11
SO14893,"Saturday, April 18, 2020",Online,USD,4,179,31,6,369.59,264.00,105.60
SO14894,"Saturday, May 9, 2020",In-Store,USD,24,161,36,2,642.28,458.77,183.51
SO14895,"Wednesday, March 25, 2020",Online,USD,12,48,34,4,295.11,210.79,84.32
SO14896,"Saturday, March 21, 2020",Wholesale,USD,19,319,24,2,644.17,460.12,184.05
SO14897,"Saturday, January 11, 2020",Online,USD,21,330,37,9,515.77,368.40,147.36
SO14898,"Saturday, January 4, 2020",Online,USD,25,367,45,6,618.29,441.63,176.65
SO14899,"Tuesday, March 31, 2020",Wholesale,USD,14,112,30,2,250.75,179.11,71.64
SO14900,"Saturday, January 4, 2020",Online,USD,6,3,22,6,249.44,178.17,71.27
SO14901,"Saturday, January 4, 2020",Wholesale,USD,18,270,5,7,402.57,287.55,115.02
SO14902,"Tuesday, January 14, 2020",Online,USD,13,359,38,3,466.29,333.07,133.23
SO14903,"Wednesday, May 13, 2020",In-Store,USD,13,58,2,3,302.74,216.24,86.50
SO14904,"Saturday, May 30, 2020",Wholesale,USD,16,123,32,2,428.74,306.24,122.50
SO14905,"Sunday, May 17, 2020",Distributor,USD,17,125,21,4,487.13,347.95,139.18
SO14906,"Thursday, February 27, 2020",Wholesale,USD,10,242,3,4,474.49,338.92,135.57
SO14907,"Saturday, March 14, 2020",Distributor,USD,2,328,33,1,619.77,442.69,177.08
SO14908,"Tuesday, January 7, 2020",Distributor,USD,23,19,31,7,582.03,415.73,166.29
SO14909,"Monday, March 2, 2020",Distributor,USD,13,246,42,1,346.39,247.42,98.97
SO14910,"Saturday, January 18, 2020",Online,USD,10,173,36,5,565.61,404.01,161.60
SO14911,"Monday, April 27, 2020",Online,USD,19,102,27,8,462.97,330.69,132.28
SO14912,"Tuesday, May 12, 2020",Distributor,USD,1,245,15,5,326.98,233.56,93.42
SO14913,"Tuesday, January 7, 2020",In-Store,USD,13,280,13,5,407.13,290.81,116.32
SO14914,"Sunday, January 12, 2020",In-Store,USD,26,234,40,4,617.86,441.33,176.53
SO14915,"Saturday, March 21, 2020",In-Store,USD,4,265,43,4,229.04,163.60,65.44
SO14916,"Friday, May 29, 2020",In-Store,USD,5,282,37,3,383.56,273.97,109.59
SO14917,"Sunday, May 10, 2020",Wholesale,USD,3,153,36,10,294.25,210.18,84.07
SO14918,"Sunday, March 8, 2020",Online,USD,7,18,4,7,410.13,292.95,117.18
SO14919,"Tuesday, February 4, 2020",Online,USD,6,221,25,2,612.63,437.59,175.04
SO14920,"Sunday, April 19, 2020",Distributor,USD,9,11,18,9,577.88,412.77,165.11
SO14921,"Wednesday, February 26, 2020",Online,USD,21,63,41,4,310.26,221.61,88.65
SO14922,"Thursday, May 28, 2020",Distributor,USD,26,154,6,9,193.43,138.16,55.26
SO14923,"Friday, April 10, 2020",Distributor,USD,22,311,19,2,391.00,279.28,111.71
SO14924,"Monday, March 23, 2020",In-Store,USD,18,178,45,2,476.25,340.18,136.07
SO14925,"Tuesday, April 28, 2020",Distributor,USD,13,179,35,2,535.06,382.19,152.87
SO14926,"Sunday, March 1, 2020",Wholesale,USD,24,245,47,2,385.62,275.44,110.18
SO14927,"Thursday, April 23, 2020",In-Store,USD,15,278,26,1,345.88,247.06,98.82
SO14928,"Friday, March 20, 2020",In-Store,USD,8,15,15,7,645.48,461.06,184.42
SO14929,"Tuesday, March 3, 2020",In-Store,USD,18,79,21,8,551.96,394.26,157.70
SO14930,"Friday, January 3, 2020",In-Store,USD,16,206,34,9,389.35,278.11,111.24
SO14931,"Monday, March 30, 2020",Distributor,USD,22,34,3,4,296.65,211.89,84.76
SO14932,"Monday, January 20, 2020",Wholesale,USD,16,86,2,1,531.54,379.67,151.87
SO14933,"Saturday, March 7, 2020",Online,USD,12,106,39,10,300.93,214.95,85.98
SO14934,"Tuesday, April 7, 2020",Distributor,USD,6,224,7,1,541.26,386.61,154.64
SO14935,"Thursday, May 7, 2020",Wholesale,USD,7,142,18,4,266.70,190.50,76.20
SO14936,"Wednesday, February 5, 2020",Online,USD,18,99,24,10,471.30,336.64,134.66
SO14937,"Monday, May 4, 2020",Wholesale,USD,8,250,17,8,556.14,397.24,158.90
SO14938,"Saturday, April 18, 2020",Distributor,USD,18,74,7,3,178.43,127.45,50.98
SO14939,"Sunday, February 9, 2020",In-Store,USD,5,199,1,3,272.09,194.35,77.74
SO14940,"Monday, February 24, 2020",In-Store,USD,10,93,5,9,322.67,230.48,92.19
SO14941,"Tuesday, March 17, 2020",Online,USD,8,226,18,5,522.68,373.34,149.34
SO14942,"Sunday, April 12, 2020",Distributor,USD,26,365,45,2,339.10,242.21,96.89
SO14943,"Tuesday, March 24, 2020",Distributor,USD,13,238,11,4,235.42,168.16,67.26
SO14944,"Thursday, February 6, 2020",Distributor,USD,20,271,37,4,223.89,159.92,63.97
SO14945,"Saturday, May 16, 2020",Distributor,USD,16,367,27,7,568.64,406.17,162.47
SO14946,"Tuesday, April 7, 2020",Online,USD,3,205,41,8,576.61,411.87,164.75
SO14947,"Tuesday, March 3, 2020",Distributor,USD,18,21,10,8,525.99,375.71,150.28
SO14948,"Monday, March 23, 2020",Wholesale,USD,2,175,40,2,476.13,340.10,136.04
SO14949,"Tuesday, March 24, 2020",Distributor,USD,3,56,29,4,573.31,409.51,163.80
SO14950,"Friday, February 14, 2020",Distributor,USD,11,96,7,3,407.60,291.15,116.46
SO14951,"Tuesday, May 19, 2020",Online,USD,8,263,16,3,621.18,443.70,177.48
SO14952,"Saturday, May 16, 2020",Wholesale,USD,16,158,44,7,549.32,392.37,156.95
SO14953,"Thursday, January 16, 2020",In-Store,USD,14,270,10,4,404.77,289.12,115.65
SO14954,"Saturday, May 30, 2020",Distributor,USD,9,154,2,10,384.48,274.63,109.85
SO14955,"Tuesday, January 7, 2020",In-Store,USD,10,276,38,2,398.09,284.35,113.74
SO14956,"Wednesday, January 29, 2020",Online,USD,1,17,13,8,217.19,155.14,62.05
SO14957,"Thursday, March 19, 2020",Online,USD,10,358,10,10,522.56,373.26,149.30
SO14958,"Saturday, January 25, 2020",Distributor,USD,11,250,15,6,287.11,205.08,82.03
SO14959,"Thursday, March 19, 2020",Distributor,USD,10,104,21,10,548.44,391.75,156.70
SO14960,"Friday, January 3, 2020",Distributor,USD,23,283,10,8,316.66,226.19,90.48
SO14961,"Tuesday, March 17, 2020",In-Store,USD,19,38,5,1,200.78,143.42,57.37
SO14962,"Friday, May 29, 2020",Wholesale,USD,26,243,38,3,445.77,318.40,127.36
SO14963,"Sunday, May 17, 2020",In-Store,USD,3,188,36,6,613.72,438.37,175.35
SO14964,"Friday, March 20, 2020",Online,USD,9,297,1,10,626.37,447.41,178.96
SO14965,"Saturday, February 8, 2020",Online,USD,15,21,32,4,385.33,275.24,110.10
SO14966,"Thursday, February 6, 2020",Distributor,USD,7,311,18,1,183.35,130.96,52.39
SO14967,"Tuesday, May 19, 2020",Distributor,USD,8,19,15,3,151.52,108.23,43.29
SO14968,"Sunday, February 23, 2020",In-Store,USD,5,53,38,7,375.52,268.23,107.29
SO14969,"Friday, February 21, 2020",In-Store,USD,26,164,5,4,163.40,116.72,46.69
SO14970,"Wednesday, March 11, 2020",Wholesale,USD,5,268,46,7,390.83,279.16,111.67
SO14971,"Saturday, January 4, 2020",In-Store,USD,25,181,14,10,528.27,377.34,150.94
SO14972,"Tuesday, May 26, 2020",In-Store,USD,5,297,44,6,380.96,272.11,108.85
SO14973,"Friday, May 29, 2020",Distributor,USD,11,275,45,9,372.27,265.90,106.36
SO14974,"Friday, February 21, 2020",Wholesale,USD,2,71,4,10,215.95,154.25,61.70
SO14975,"Wednesday, February 5, 2020",Wholesale,USD,8,89,13,5,324.05,231.46,92.59
SO14976,"Saturday, January 18, 2020",Wholesale,USD,13,142,17,10,299.50,213.93,85.57
SO14977,"Wednesday, March 11, 2020",Online,USD,21,280,37,3,319.29,228.06,91.22
SO14978,"Thursday, February 20, 2020",In-Store,USD,3,58,17,5,390.17,278.70,111.48
SO14979,"Friday, January 31, 2020",In-Store,USD,20,222,18,8,381.75,272.68,109.07
SO14980,"Wednesday, April 8, 2020",In-Store,USD,13,292,27,9,514.52,367.51,147.01
SO14981,"Thursday, May 7, 2020",In-Store,USD,17,112,38,1,639.18,456.56,182.62
SO14982,"Sunday, March 29, 2020",In-Store,USD,7,172,23,6,167.92,119.94,47.98
SO14983,"Wednesday, March 25, 2020",In-Store,USD,13,35,27,1,464.47,331.77,132.71
SO14984,"Friday, March 13, 2020",Wholesale,USD,21,106,23,10,640.74,457.67,183.07
SO14985,"Friday, May 15, 2020",Online,USD,18,65,40,1,264.55,188.97,75.59
SO14986,"Friday, January 10, 2020",Wholesale,USD,15,17,17,3,402.95,287.82,115.13
SO14987,"Saturday, March 14, 2020",Wholesale,USD,18,12,12,10,547.19,390.85,156.34
SO14988,"Friday, May 15, 2020",Wholesale,USD,12,267,35,6,158.37,113.12,45.25
SO14989,"Friday, February 21, 2020",Distributor,USD,8,132,23,6,535.62,382.59,153.03
SO14990,"Thursday, May 21, 2020",In-Store,USD,5,95,22,1,237.16,169.40,67.76
SO14991,"Saturday, March 21, 2020",In-Store,USD,15,133,2,8,229.58,163.99,65.59
SO14992,"Tuesday, January 7, 2020",In-Store,USD,15,34,11,5,174.37,124.55,49.82
SO14993,"Monday, February 10, 2020",Online,USD,22,171,29,7,417.27,298.05,119.22
SO14994,"Sunday, February 2, 2020",In-Store,USD,11,213,24,10,427.45,305.32,122.13
SO14995,"Wednesday, April 15, 2020",Distributor,USD,14,267,43,8,278.24,198.74,79.50
SO14996,"Monday, April 20, 2020",Distributor,USD,24,95,41,8,299.10,213.64,85.46
SO14997,"Tuesday, May 12, 2020",In-Store,USD,10,164,3,1,358.31,255.93,102.37
SO14998,"Saturday, April 11, 2020",In-Store,USD,10,173,13,1,284.98,203.56,81.42
SO14999,"Tuesday, April 28, 2020",In-Store,USD,8,296,24,6,285.99,204.28,81.71
SO15000,"Saturday, February 29, 2020",Online,USD,3,365,29,5,157.06,112.19,44.87
SO15001,"Thursday, February 27, 2020",Online,USD,16,198,27,2,263.97,188.55,75.42
SO15002,"Wednesday, May 20, 2020",In-Store,USD,4,192,40,9,250.60,179.00,71.60
SO15003,"Thursday, May 21, 2020",Online,USD,14,329,32,6,464.61,331.86,132.74
SO15004,"Sunday, March 1, 2020",Wholesale,USD,22,91,31,2,522.06,372.90,149.16
SO15005,"Friday, February 7, 2020",Distributor,USD,6,177,1,8,599.68,428.35,171.34
SO15006,"Sunday, May 17, 2020",Online,USD,7,311,45,9,587.55,419.68,167.87
SO15007,"Saturday, March 14, 2020",Distributor,USD,22,264,16,9,556.64,397.60,159.04
SO15008,"Monday, March 23, 2020",Wholesale,USD,8,236,4,2,569.48,406.77,162.71
SO15009,"Wednesday, April 8, 2020",Online,USD,1,350,40,1,614.12,438.65,175.46
SO15010,"Wednesday, March 4, 2020",Online,USD,7,263,27,6,199.46,142.47,56.99
SO15011,"Tuesday, January 7, 2020",Online,USD,15,192,26,4,375.60,268.28,107.31
SO15012,"Wednesday, May 6, 2020",Distributor,USD,2,95,22,8,263.87,188.48,75.39
SO15013,"Thursday, January 23, 2020",Distributor,USD,2,103,35,4,194.39,138.85,55.54
SO15014,"Monday, January 13, 2020",Distributor,USD,17,167,41,2,583.46,416.76,166.70
SO15015,"Saturday, May 2, 2020",Online,USD,12,145,41,1,471.30,336.65,134.66
SO15016,"Friday, March 13, 2020",Distributor,USD,25,234,3,8,366.81,262.01,104.80
SO15017,"Thursday, April 9, 2020",Online,USD,6,147,31,4,343.65,245.46,98.19
SO15018,"Friday, March 13, 2020",Distributor,USD,23,212,18,1,389.74,278.39,111.36
SO15019,"Wednesday, January 22, 2020",In-Store,USD,22,312,41,6,415.57,296.84,118.74
SO15020,"Monday, January 27, 2020",In-Store,USD,13,21,42,1,565.93,404.23,161.69
SO15021,"Wednesday, April 8, 2020",Online,USD,15,16,46,3,276.78,197.70,79.08
SO15022,"Saturday, March 14, 2020",Online,USD,1,68,12,5,627.18,447.98,179.19
SO15023,"Saturday, March 7, 2020",Online,USD,23,238,47,1,219.08,156.48,62.59
SO15024,"Saturday, April 4, 2020",Distributor,USD,8,14,19,10,234.27,167.34,66.93
SO15025,"Wednesday, April 1, 2020",Wholesale,USD,24,78,44,5,152.45,108.89,43.56
SO15026,"Thursday, May 28, 2020",Online,USD,5,220,4,4,475.31,339.51,135.80
SO15027,"Monday, January 20, 2020",Wholesale,USD,7,325,32,3,370.49,264.63,105.85
SO15028,"Tuesday, February 11, 2020",Online,USD,22,42,9,1,316.87,226.34,90.53
SO15029,"Saturday, April 18, 2020",Online,USD,8,317,18,8,423.38,302.42,120.97
SO15030,"Wednesday, April 15, 2020",Wholesale,USD,10,96,29,8,235.55,168.25,67.30
SO15031,"Monday, January 13, 2020",Wholesale,USD,23,115,29,9,497.88,355.63,142.25
SO15032,"Tuesday, February 25, 2020",Wholesale,USD,13,312,45,4,332.58,237.55,95.02
SO15033,"Thursday, May 7, 2020",Wholesale,USD,2,318,33,10,309.85,221.32,88.53
SO15034,"Tuesday, February 25, 2020",Distributor,USD,24,317,3,3,399.64,285.45,114.18
SO15035,"Wednesday, January 22, 2020",Online,USD,2,335,16,10,159.37,113.83,45.53
SO15036,"Monday, January 27, 2020",Wholesale,USD,24,37,40,2,511.12,365.09,146.03
SO15037,"Thursday, April 16, 2020",In-Store,USD,3,81,1,4,406.46,290.33,116.13
SO15038,"Wednesday, January 22, 2020",Distributor,USD,12,272,16,6,342.33,244.52,97.81
SO15039,"Tuesday, May 26, 2020",In-Store,USD,20,269,5,10,259.98,185.70,74.28
SO15040,"Monday, March 23, 2020",Wholesale,USD,7,196,46,1,548.46,391.76,156.70
SO15041,"Monday, February 24, 2020",Distributor,USD,5,177,30,1,404.15,288.68,115.47
SO15042,"Tuesday, January 28, 2020",Distributor,USD,24,190,38,6,646.36,461.69,184.68
SO15043,"Wednesday, January 15, 2020",Wholesale,USD,7,354,44,8,585.82,418.44,167.38
SO15044,"Sunday, April 5, 2020",Online,USD,7,144,4,4,491.36,350.97,140.39
SO15045,"Tuesday, May 12, 2020",Distributor,USD,22,180,38,7,444.47,317.48,126.99
SO15046,"Sunday, March 29, 2020",Distributor,USD,7,366,5,9,542.66,387.61,155.05
SO15047,"Monday, February 17, 2020",Distributor,USD,21,99,43,9,469.45,335.32,134.13
SO15048,"Friday, May 22, 2020",Online,USD,3,186,32,2,244.18,174.42,69.77
SO15049,"Friday, February 14, 2020",Distributor,USD,1,113,27,2,595.09,425.06,170.02
SO15050,"Thursday, March 19, 2020",In-Store,USD,16,108,17,6,485.76,346.97,138.79
SO15051,"Tuesday, January 28, 2020",In-Store,USD,1,130,40,2,582.53,416.09,166.44
SO15052,"Sunday, March 29, 2020",In-Store,USD,18,208,12,8,203.03,145.02,58.01
SO15053,"Friday, May 8, 2020",In-Store,USD,18,160,3,5,450.56,321.83,128.73
SO15054,"Wednesday, April 1, 2020",Distributor,USD,19,87,21,7,345.56,246.83,98.73
SO15055,"Saturday, May 16, 2020",Wholesale,USD,22,294,46,6,344.70,246.22,98.49
SO15056,"Friday, May 1, 2020",In-Store,USD,5,233,36,1,512.01,365.72,146.29
SO15057,"Tuesday, March 3, 2020",Online,USD,23,91,44,4,361.35,258.11,103.24
SO15058,"Wednesday, March 25, 2020",Online,USD,14,1,38,7,229.24,163.74,65.50
SO15059,"Saturday, February 22, 2020",Online,USD,11,55,10,3,467.76,334.11,133.64
SO15060,"Thursday, April 16, 2020",Wholesale,USD,18,334,22,4,444.85,317.75,127.10
SO15061,"Sunday, January 26, 2020",In-Store,USD,19,262,2,6,283.09,202.21,80.88
SO15062,"Thursday, January 16, 2020",Wholesale,USD,2,1,9,10,426.47,304.62,121.85
SO15063,"Thursday, March 12, 2020",Online,USD,18,81,12,10,614.98,439.27,175.71
SO15064,"Tuesday, February 18, 2020",Wholesale,USD,11,272,41,3,416.72,297.66,119.06
SO15065,"Sunday, April 5, 2020",In-Store,USD,6,123,17,8,254.10,181.50,72.60
SO15066,"Sunday, January 12, 2020",Online,USD,18,11,42,1,477.86,341.33,136.53
SO15067,"Friday, May 1, 2020",Online,USD,19,255,20,6,191.84,137.03,54.81
SO15068,"Thursday, May 7, 2020",Wholesale,USD,23,331,1,3,614.30,438.79,175.51
SO15069,"Friday, April 24, 2020",Online,USD,13,135,15,3,497.13,355.10,142.04
SO15070,"Wednesday, May 6, 2020",Wholesale,USD,9,239,2,8,372.68,266.20,106.48
SO15071,"Tuesday, February 18, 2020",Distributor,USD,18,345,10,7,263.85,188.46,75.38
SO15072,"Thursday, January 23, 2020",In-Store,USD,8,35,3,7,252.12,180.08,72.03
SO15073,"Monday, March 16, 2020",Distributor,USD,5,92,4,1,644.43,460.31,184.12
SO15074,"Sunday, May 17, 2020",Wholesale,USD,8,309,17,6,368.80,263.43,105.37
SO15075,"Friday, March 20, 2020",In-Store,USD,25,33,30,3,589.70,421.22,168.49
SO15076,"Thursday, March 26, 2020",Distributor,USD,17,268,43,2,461.12,329.37,131.75
SO15077,"Wednesday, March 4, 2020",Distributor,USD,9,123,19,4,590.95,422.10,168.84
SO15078,"Sunday, May 10, 2020",Online,USD,25,322,46,5,436.90,312.07,124.83
SO15079,"Thursday, April 23, 2020",Wholesale,USD,6,138,16,3,286.69,204.78,81.91
SO15080,"Thursday, May 14, 2020",In-Store,USD,8,341,18,2,288.52,206.08,82.43
SO15081,"Friday, April 17, 2020",Online,USD,1,298,22,4,470.90,336.35,134.54
SO15082,"Tuesday, March 10, 2020",Wholesale,USD,1,176,27,1,330.91,236.37,94.55
SO15083,"Saturday, April 25, 2020",In-Store,USD,11,259,15,9,625.34,446.67,178.67
SO15084,"Tuesday, April 7, 2020",Wholesale,USD,15,290,17,3,337.83,241.31,96.52
SO15085,"Sunday, February 23, 2020",In-Store,USD,26,345,9,6,258.50,184.64,73.86
SO15086,"Friday, January 10, 2020",Wholesale,USD,2,74,39,2,284.73,203.38,81.35
SO15087,"Thursday, March 26, 2020",Distributor,USD,5,175,30,9,434.25,310.18,124.07
SO15088,"Tuesday, March 31, 2020",Distributor,USD,5,337,16,10,522.25,373.03,149.21
SO15089,"Wednesday, April 1, 2020",Wholesale,USD,17,176,26,3,496.01,354.29,141.72
SO15090,"Thursday, February 6, 2020",Wholesale,USD,20,25,46,3,331.16,236.54,94.62
SO15091,"Thursday, March 19, 2020",In-Store,USD,5,248,30,8,648.32,463.09,185.23
SO15092,"Sunday, March 22, 2020",Wholesale,USD,25,64,11,2,448.19,320.14,128.06
SO15093,"Thursday, April 9, 2020",In-Store,USD,3,148,21,2,641.97,458.55,183.42
SO15094,"Monday, April 13, 2020",Distributor,USD,6,173,37,4,247.14,176.53,70.61
SO15095,"Thursday, April 2, 2020",Distributor,USD,11,70,6,4,465.07,332.19,132.88
SO15096,"Tuesday, February 11, 2020",Online,USD,23,257,17,4,425.15,303.68,121.47
SO15097,"Wednesday, April 8, 2020",Online,USD,2,313,23,4,550.73,393.38,157.35
SO15098,"Wednesday, February 19, 2020",In-Store,USD,22,112,28,5,626.17,447.26,178.90
SO15099,"Sunday, January 12, 2020",In-Store,USD,17,148,4,3,640.30,457.36,182.94
SO15100,"Wednesday, May 20, 2020",In-Store,USD,7,66,33,9,596.76,426.26,170.50
SO15101,"Sunday, May 3, 2020",Online,USD,21,122,16,8,574.23,410.16,164.06
SO15102,"Sunday, April 26, 2020",In-Store,USD,21,133,38,4,569.01,406.44,162.57
SO15103,"Sunday, February 2, 2020",Online,USD,9,365,16,6,396.02,282.87,113.15
SO15104,"Saturday, February 29, 2020",Online,USD,15,131,18,1,197.10,140.79,56.31
SO15105,"Tuesday, May 26, 2020",Wholesale,USD,25,63,4,1,285.98,204.27,81.71
SO15106,"Monday, May 11, 2020",Distributor,USD,18,356,23,1,509.68,364.06,145.62
SO15107,"Thursday, March 12, 2020",Online,USD,22,19,40,9,465.52,332.51,133.01
SO15108,"Monday, January 27, 2020",In-Store,USD,19,296,24,9,439.33,313.81,125.52
SO15109,"Thursday, January 30, 2020",In-Store,USD,25,82,45,1,336.35,240.25,96.10
SO15110,"Tuesday, April 14, 2020",Online,USD,12,323,11,8,156.61,111.86,44.74
SO15111,"Friday, April 24, 2020",Online,USD,11,137,39,9,251.82,179.87,71.95
SO15112,"Monday, February 24, 2020",Wholesale,USD,13,342,9,9,515.46,368.19,147.28
SO15113,"Sunday, May 3, 2020",Online,USD,4,300,13,10,425.11,303.65,121.46
SO15114,"Monday, March 30, 2020",In-Store,USD,12,152,16,10,567.10,405.07,162.03
SO15115,"Friday, January 3, 2020",In-Store,USD,4,21,21,10,622.28,444.48,177.79
SO15116,"Wednesday, May 13, 2020",Wholesale,USD,17,94,34,1,234.48,167.49,66.99
SO15117,"Thursday, March 26, 2020",In-Store,USD,23,354,34,1,405.13,289.38,115.75
SO15118,"Thursday, April 9, 2020",In-Store,USD,21,314,9,1,335.08,239.34,95.74
SO15119,"Thursday, January 16, 2020",Wholesale,USD,14,121,30,7,315.50,225.35,90.14
SO15120,"Tuesday, January 7, 2020",Online,USD,11,337,8,7,280.64,200.46,80.18
SO15121,"Monday, January 13, 2020",Online,USD,3,298,32,1,509.45,363.90,145.56
SO15122,"Monday, February 17, 2020",Wholesale,USD,4,29,42,4,420.97,300.69,120.28
SO15123,"Wednesday, April 29, 2020",In-Store,USD,19,226,7,10,489.46,349.61,139.85
SO15124,"Sunday, February 16, 2020",Distributor,USD,6,162,3,1,593.05,423.61,169.44
SO15125,"Saturday, March 28, 2020",Distributor,USD,22,125,47,7,200.54,143.24,57.30
SO15126,"Sunday, February 2, 2020",In-Store,USD,15,165,8,10,589.97,421.41,168.56
SO15127,"Thursday, January 23, 2020",In-Store,USD,18,323,41,9,376.92,269.23,107.69
SO15128,"Monday, February 10, 2020",Online,USD,23,278,24,7,373.53,266.81,106.72
SO15129,"Sunday, May 3, 2020",In-Store,USD,11,118,46,8,150.78,107.70,43.08
SO15130,"Tuesday, March 3, 2020",Wholesale,USD,15,356,22,9,484.46,346.05,138.42
SO15131,"Saturday, January 18, 2020",Wholesale,USD,25,70,22,5,581.04,415.03,166.01
SO15132,"Sunday, May 24, 2020",Online,USD,18,171,19,5,223.65,159.75,63.90
SO15133,"Wednesday, February 12, 2020",In-Store,USD,11,190,23,3,340.27,243.05,97.22
SO15134,"Saturday, April 18, 2020",Wholesale,USD,14,240,21,2,320.73,229.09,91.64
SO15135,"Sunday, February 16, 2020",Online,USD,9,205,6,2,484.28,345.92,138.37
